,clear ability,score ability
u_146705,20.618120316207,13.739025750973639
u_26299,17.72054621328745,-6.193772296289043
u_45542,30.5303034898637,9.753019471895053
u_83435,8.19895115465719,10.586279935157046
u_70638,-0.762480409264135,-8.130047748763136
u_148725,13.149690984119715,10.70416109558701
u_150721,4.30722250042749,10.179378961618182
u_30221,7.818029680315884,-8.847463557424359
u_70763,19.977444528434276,-1.5217925822282348
u_155330,28.745299312283155,4.215385484984134
u_20531,10.250902001115815,15.694993652507172
u_26415,45.64054980841007,34.33044138516594
u_102294,9.232126488500327,13.23758480858528
u_156519,58.44859644777747,3.5173280661707427
u_35425,-2.3640659180933534,10.134679361813745
u_127083,44.52961319732903,41.41570665435998
u_78469,28.504100413067373,18.73810050678237
u_128903,10.095376584016048,-6.172234270616693
u_17498,49.89279619417125,39.53988956578981
u_32306,65.20683482936029,69.48815829767634
u_4396,24.6782180233936,9.936118268745478
u_11429,25.578410193981302,2.0968414528275723
u_88705,19.27441549630098,-6.6628512206545425
u_135232,23.672570565827545,0.0065942456653997
u_65721,15.395406270410547,18.08287115045456
u_86370,-1.1991248334136566,-4.50657817751166
u_126669,30.64880788151104,0.8724879968077949
u_105711,31.48410349530955,21.516864649673522
u_155640,22.93612091043724,16.797506926811632
u_159187,9.448941483557283,8.76368775192237
u_165758,43.23245130442621,33.22634580723881
u_130122,0.1163558848511509,7.34255000709076
u_2215,30.13884941254946,18.122133469817506
u_2198,15.423124196573696,18.583821270129775
u_43149,8.274686653067494,9.723905306341344
u_110527,5.037916998377381,-6.475854881176596
u_69134,26.454803708444228,0.6629002198133628
u_107036,60.997662878902624,41.43196330395442
u_1221,62.158629557565845,33.49354228977234
u_33245,48.29042029515373,38.36710287286366
u_10990,6.573918582444996,13.975819624242591
u_16539,36.92550608232521,34.060757018737284
u_154329,37.0786865764261,-3.182584964384327
u_126839,33.24661349108332,23.693888972175813
u_170892,8.19895115465719,10.586279935157046
u_161956,34.5176680022997,14.453806745957552
u_90898,-3.2749244821918913,-7.463990412003582
u_162929,6.238862198129568,-6.212070283397674
u_135439,28.648242801084898,3.3037156230451905
u_11084,29.51337460895397,1.832011619323734
u_76592,29.769126589681697,6.722259975118337
u_589,33.26805670414966,26.49954634889579
u_48438,34.475710010142166,-0.3303432388516064
u_136180,20.935385961442073,-0.021026355263643284
u_137279,22.74028465436201,22.163666619506813
u_173560,15.155191246243357,-6.7954544080922545
u_136366,29.556916457447347,6.419933098033916
u_157618,22.29051423372155,18.394089015464328
u_158394,0.3446814961315547,3.6075671643811735
u_50649,9.008251401786733,7.997163406698408
u_151396,3.7404543989411896,-4.408451971627075
u_31100,31.250602238356173,19.197618184427903
u_47346,-0.7055985030896306,-3.0935741149878395
u_111787,9.473761748673992,12.072879370580166
u_173437,18.280249678904106,12.746494245368467
u_2102,9.339312167088531,16.115861633017897
u_180557,30.53077520546284,15.234999704986668
u_106023,36.48334367294673,-1.8980575134361235
u_141630,0.4740528270471151,-18.647156001844564
u_146022,18.713588504814055,17.935777196463498
u_73216,2.551204666553174,14.180496688281714
u_46317,38.682905827583255,7.308298247878148
u_82130,49.43756954949742,27.426756309976888
u_45051,9.008251401786733,7.997163406698408
u_161129,47.75400661112879,27.464503454601978
u_73843,-3.721939999463186,1.2655612908750309
u_126145,6.573918582444996,13.975819624242591
u_45588,18.623019522084476,7.633426803479877
u_70059,-3.1567784252643296,-2.4073447746603422
u_23355,6.874204071966992,13.133175818325622
u_2763,-3.0595201617156507,11.19900852312916
u_61689,25.425490611386472,4.1998558467149305
u_155919,34.35033578370162,16.123179557956576
u_77320,-0.971932110467591,-2.190462753957456
u_25426,1.2763224439519778,2.744314209522093
u_78572,-1.7774166858279685,3.4899955990275466
u_71650,-3.6064611668324518,-5.089233134506514
u_52503,56.60111719231996,9.123799381259309
u_30740,28.157690666149886,18.602086739665488
u_35721,30.13884941254946,18.122133469817506
u_148724,48.45253612463075,23.509890719010876
u_59445,23.28419282234521,-1.1506388704900545
u_180200,24.744210056467093,19.33434438255504
u_28,55.00137824341695,38.35462678460969
u_73809,10.704577536661226,5.01052411645207
u_7850,24.007597327625824,-1.8809235574470602
u_105070,33.877767700369205,14.298318305731403
u_12470,17.765295242871023,0.05840413830016081
u_140053,31.433209106870006,19.24748009014522
u_167265,11.68997046492464,3.334926748140232
u_140929,76.08208122114365,53.31303026062537
u_53316,20.142609785226025,14.4759979094508
u_10718,13.742264377015173,17.764532319675528
u_17582,30.13884941254946,18.122133469817506
u_89180,56.48080353253922,14.277573752933026
u_169383,29.602471018461372,8.275981674884923
u_159178,14.000299607425209,6.206029272865138
u_163121,26.14226858434918,-5.389337041884746
u_177335,-2.7654398338700847,0.21922924554032397
u_94799,3.39768716169145,10.100095439078967
u_122405,26.327972414000566,6.995564616458956
u_111005,3.4971415100510588,-1.3891105430661383
u_151882,59.648775832663894,30.870024659084585
u_27182,-0.12568264510848465,3.8129476459605107
u_78549,26.931675900750115,16.72289416868659
u_87485,18.64879695122553,-2.034134652961487
u_23135,32.85019018697166,16.74633494104923
u_138405,27.678324482792128,18.381989386793922
u_118240,31.001160513340487,26.167600145430402
u_43632,-3.721939999463186,1.2655612908750309
u_139781,35.36983296407613,13.099818139182702
u_37650,6.55882410067025,6.3480619584619085
u_168629,2.5648432728583783,2.4847835524235
u_34004,2.1665052489923458,-4.0765164563610545
u_1175,-1.1512950128949189,-4.579405688848124
u_66924,32.19624168197656,40.73870315015805
u_22128,1.606219875921326,6.91217543676947
u_93101,33.43123451312494,11.865583439626308
u_12975,5.731504929479421,5.0189125333422595
u_41628,31.89034335765131,27.47669572146365
u_171011,3.7404543989411896,-4.408451971627075
u_130459,0.1163558848511509,7.34255000709076
u_106642,30.652063402562046,18.975200177310462
u_162522,18.784448065897536,-2.793875757472008
u_151854,41.502936497097274,14.513295029229187
u_170854,21.781777976954057,16.945176116422132
u_20068,33.26830641083906,21.42524318794622
u_134579,14.968369218538946,-1.8453258253412417
u_141055,30.13884941254946,18.122133469817506
u_73865,4.6825555188977654,-4.840428601524528
u_123750,15.713442200683064,2.0698578661305405
u_145525,-3.2749244821918913,-7.463990412003582
u_1123,26.195923794643686,9.026386698257928
u_167500,-1.6823434731067064,-20.034134697528685
u_514,39.45963136369703,17.574486906664916
u_130177,0.8300044582621707,-3.515936279849456
u_117166,46.35253903414518,11.409830925506279
u_31612,-2.1620888109032834,-2.8264523765378304
u_142191,56.56926441277851,46.52471915776243
u_128022,-1.6447224741419144,-4.817154342596351
u_133429,41.274624028486905,26.237857750436795
u_56120,41.206966418681006,33.6764231083319
u_103063,30.422882808881283,18.7647005572185
u_13942,22.579025236370605,-0.5417274693949261
u_132149,17.70768924846501,18.358560061927182
u_7440,9.008251401786733,7.997163406698408
u_86367,41.21032035234271,3.044452941295203
u_587,28.779973395269657,3.4116284777321693
u_71216,30.652063402562046,18.975200177310462
u_154433,31.423333342586503,18.903418097475477
u_695,2.551204666553174,14.180496688281714
u_136057,22.275599819818538,-5.11737415927381
u_968,29.463834933244627,8.637216077557415
u_2171,25.3418643411085,3.955559547341146
u_162603,22.86374464769294,-3.997151313754289
u_28371,-6.168439079550768,-1.676857426483101
u_133693,28.35246053787834,18.321195487780418
u_54190,7.81182585487081,10.806133030428532
u_18933,26.432782114904263,4.996481220629769
u_48898,21.60044215650568,0.44040725371362904
u_6142,13.733784020666967,6.400544661348639
u_65992,17.5251521024305,7.822584843187112
u_156592,32.307992043829465,0.7447376056920907
u_6531,13.295991188911414,13.800247923659299
u_41580,32.60923881307731,12.084942812089519
u_6859,19.953090973018405,0.4588064235780823
u_146181,61.87211529793262,34.12194628831957
u_78103,-8.193369621616167,-14.568570864233072
u_3129,26.61513518181323,4.4679225513082885
u_13324,-1.1019819038505947,-4.434111421039335
u_92372,39.90585639430488,5.7017869625317195
u_174367,27.678324482792128,18.381989386793922
u_175,8.04952551006489,4.259562535757675
u_31254,1.4204438315851775,5.534094231323452
u_85906,22.23269951419922,-5.430192792403964
u_47561,23.32252253628565,18.32109073024116
u_87449,31.423333342586503,18.903418097475477
u_126488,29.253882926426627,-3.533443597220768
u_134064,-3.7605069470796693,-2.295528216970899
u_119919,-3.312688084674209,-4.454847360506316
u_3187,26.098966465979338,-1.0200294524502391
u_30505,19.045909319864375,14.905465926496836
u_66705,29.232891325815945,3.087596422395485
u_95581,29.609811782223602,24.59335169448725
u_114492,9.259017828259225,7.080899754715783
u_93036,18.09405503755847,-2.3519508814882553
u_40321,-8.303359829525899,-2.882229140762392
u_167530,66.57550645696669,45.03568979285657
u_173404,62.205410747225265,52.853279660523405
u_167579,18.584631121706245,-3.882348473869675
u_105111,33.19501897841627,32.948283164196106
u_38121,41.102904459679735,28.054582210423984
u_41103,-1.318190992815505,-4.230274783839429
u_821,7.476996710183735,11.251026656665356
u_126045,22.93612091043724,16.797506926811632
u_1141,68.60934214498089,24.011505583130134
u_162252,37.81133647928969,-1.511124067135791
u_18052,4.459529410050956,17.27607742461249
u_167444,9.995333009642097,13.422819900767674
u_33658,20.597205088118503,2.6077453533959347
u_107107,14.440617506867666,2.3981589191715327
u_116349,28.504100413067373,18.73810050678237
u_81305,16.89431978175111,6.2865162409998225
u_8545,42.522941751192946,19.507247363075013
u_61037,18.00958077566331,12.165400177563026
u_178775,30.13884941254946,18.122133469817506
u_110941,3.7404543989411896,-4.408451971627075
u_94985,13.179633120450358,16.719107259638935
u_147833,-12.634358853592614,-14.346087063313204
u_175106,22.81950769324018,-7.240253526020081
u_89527,-8.667638841004162,-11.16722098543637
u_157474,25.83724727106816,8.929791204814862
u_41114,-0.7027544873467763,1.8125001331168245
u_30855,26.3297824915776,-2.6563018460561247
u_154570,8.566440437848915,14.547338852876713
u_39277,13.852219752400629,14.302728455388957
u_32087,28.157690666149886,18.602086739665488
u_55223,9.008251401786733,7.997163406698408
u_86510,13.295991188911414,13.800247923659299
